F,Deborah,353,1.8828e-4
F,Elisabeth,353,1.8828e-4
F,Zaria,353,1.8828e-4
F,Hana,352,1.8774e-4
F,Kairi,352,1.8774e-4
F,Yareli,352,1.8774e-4
F,Raina,351,1.8721e-4
F,Ryann,349,1.8614e-4
F,Lexie,348,1.8561e-4
F,Thalia,348,1.8561e-4
F,Karter,347,1.8508e-4
F,Annabel,346,1.8454e-4
F,Christine,346,1.8454e-4
F,Estella,346,1.8454e-4
F,Keyla,345,1.8401e-4
F,Adele,344,1.8348e-4
F,Aya,344,1.8348e-4
F,Estelle,344,1.8348e-4
F,Landry,344,1.8348e-4
F,Tori,344,1.8348e-4
F,Perla,343,1.8294e-4
F,Lailah,342,1.8241e-4
F,Miah,342,1.8241e-4
F,Rylan,341,1.8188e-4
F,Angelique,340,1.8134e-4
F,Avalynn,340,1.8134e-4
F,Romina,339,1.8081e-4
F,Ari,337,1.7974e-4
F,Jaycee,337,1.7974e-4
F,Jaylene,336,1.7921e-4
F,Kai,336,1.7921e-4
F,Louise,336,1.7921e-4
F,Mavis,336,1.7921e-4
F,Scarlette,336,1.7921e-4
F,Belle,335,1.7868e-4
F,Lea,335,1.7868e-4
F,Nalani,335,1.7868e-4
F,Rivka,335,1.7868e-4
F,Ayleen,334,1.7814e-4
F,Calliope,334,1.7814e-4
F,Dalary,334,1.7814e-4
F,Zaniyah,334,1.7814e-4
F,Kaelyn,332,1.7708e-4
F,Sky,332,1.7708e-4
F,Jewel,331,1.7654e-4
F,Joselyn,330,1.7601e-4
F,Madalynn,330,1.7601e-4
F,Paola,330,1.7601e-4
F,Giovanna,329,1.7548e-4
F,Isabela,328,1.7494e-4
F,Karlee,328,1.7494e-4
F,Aubriella,327,1.7441e-4
F,Azariah,327,1.7441e-4
F,Tinley,327,1.7441e-4
